,order_id,customer_id,payment,order_date,delivery_date
606,607,648,36692,2021-10-19,2021-11-12
607,608,530,31878,2021-8-13,2021-08-15
608,609,25,21514,2021-4-22,2021-05-08
609,610,735,27821,2021-8-4,2021-08-31
610,611,155,56937,2021-5-1,2021-05-25
611,612,486,31877,2021-5-10,2021-05-12
612,613,682,10501,2021-5-23,2021-06-07
613,614,732,35663,2021-4-18,2021-05-03
614,615,690,28680,2021-1-31,2021-02-10
615,616,21,28727,2021-5-13,2021-05-14
616,617,371,30281,2021-8-30,2021-09-07
617,618,882,28515,2021-8-1,2021-08-26
618,619,225,58688,2021-2-25,2021-03-04
619,620,614,41599,2021-7-19,2021-08-01
620,621,102,41563,2021-7-16,2021-08-07
621,622,587,45682,2021-5-16,2021-06-07
622,623,808,36530,2021-10-20,2021-10-30
623,624,398,20149,2021-3-19,2021-04-08
624,625,233,54080,2021-7-17,2021-07-28
625,626,348,10193,2021-9-30,2021-10-17
626,627,680,19664,2021-4-3,2021-04-08
627,628,534,20973,2021-9-8,2021-09-28
628,629,904,36276,2021-8-7,2021-08-20
629,630,644,39447,2021-1-12,2021-01-31
630,631,460,30101,2021-4-14,2021-05-08
631,632,952,44405,2021-4-11,2021-04-17
632,633,183,30197,2021-7-2,2021-07-13
633,634,327,35370,2021-10-13,2021-10-23
634,635,50,51943,2021-7-15,2021-08-05
635,636,793,23528,2021-4-2,2021-04-07
636,637,886,14294,2021-8-6,2021-08-18
637,638,548,12781,2021-10-3,2021-10-17
638,639,906,51950,2021-3-30,2021-04-22
639,640,873,11002,2021-1-23,2021-01-26
640,641,20,54363,2021-3-10,2021-03-22
641,642,835,12392,2021-1-11,2021-01-26
642,643,778,50321,2021-5-18,2021-05-24
643,644,207,52925,2021-3-13,2021-03-22
644,645,794,46397,2021-8-19,2021-09-13
645,646,369,16504,2021-5-8,2021-05-28
646,647,439,10912,2021-2-6,2021-02-11
647,648,522,43363,2021-7-16,2021-07-19
648,649,840,44955,2021-7-28,2021-08-16
649,650,739,42938,2021-1-2,2021-01-15
650,651,581,39199,2021-5-22,2021-05-25
651,652,691,30816,2021-3-9,2021-03-27
652,653,629,19186,2021-2-19,2021-03-18
653,654,417,40412,2021-8-18,2021-08-30
654,655,333,36298,2021-5-25,2021-06-06
655,656,907,19288,2021-3-22,2021-03-23
656,657,479,31922,2021-7-22,2021-07-28
657,658,201,42131,2021-5-23,2021-06-05
658,659,328,45445,2021-9-30,2021-10-15
659,660,787,48757,2021-8-16,2021-08-25
660,661,427,15302,2021-9-14,2021-09-17
661,662,924,38356,2021-9-19,2021-09-29
662,663,836,14469,2021-4-9,2021-04-10
663,664,21,11960,2021-1-7,2021-01-20
664,665,176,16606,2021-3-10,2021-03-26
665,666,456,36112,2021-8-25,2021-09-11
666,667,737,48958,2021-3-23,2021-03-28
667,668,22,40483,2021-3-15,2021-03-30
668,669,247,17921,2021-6-18,2021-07-02
669,670,1,10246,2021-3-6,2021-04-01
670,671,156,28194,2021-6-22,2021-07-08
671,672,677,59213,2021-2-12,2021-02-25
672,673,326,34789,2021-2-5,2021-02-19
673,674,300,51598,2021-1-29,2021-02-05
674,675,896,43080,2021-6-5,2021-06-13
675,676,889,52587,2021-9-24,2021-10-11
676,677,267,38429,2021-7-5,2021-07-08
677,678,711,57891,2021-4-28,2021-05-14
678,679,308,37006,2021-3-5,2021-03-22
679,680,800,43491,2021-5-4,2021-05-22
680,681,463,53576,2021-10-10,2021-10-19
681,682,454,11469,2021-2-28,2021-03-18
682,683,276,59748,2021-1-1,2021-01-05
683,684,956,36919,2021-10-12,2021-10-17
684,685,851,22299,2021-8-6,2021-08-21
685,686,799,47994,2021-6-14,2021-06-15
686,687,341,39406,2021-3-30,2021-04-12
687,688,574,55980,2021-3-8,2021-03-29
688,689,884,12572,2021-10-3,2021-10-28
689,690,941,32100,2021-10-5,2021-10-26
690,691,78,46697,2021-4-3,2021-04-19
691,692,697,13501,2021-6-18,2021-07-05
692,693,714,28424,2021-4-29,2021-05-16
693,694,634,56801,2021-4-17,2021-05-11
694,695,92,26374,2021-7-1,2021-07-20
695,696,230,50224,2021-9-1,2021-09-27
696,697,830,12310,2021-7-20,2021-07-28
697,698,821,40922,2021-5-19,2021-06-13
698,699,311,58950,2021-1-29,2021-02-12
699,700,788,55928,2021-7-1,2021-07-26
700,701,659,40717,2021-8-28,2021-09-10
701,702,310,31509,2021-6-23,2021-07-14
702,703,327,26168,2021-2-7,2021-02-28
703,704,260,45954,2021-7-21,2021-07-27
704,705,107,11686,2021-1-14,2021-01-25
705,706,844,12902,2021-7-20,2021-07-21
706,707,589,25153,2021-5-12,2021-05-18
707,708,687,56307,2021-10-24,2021-11-10
708,709,772,36257,2021-6-17,2021-07-13
709,710,134,27729,2021-2-7,2021-02-08
710,711,228,16935,2021-6-22,2021-07-08
711,712,474,11718,2021-8-18,2021-08-29
712,713,241,15915,2021-7-14,2021-08-09
713,714,50,15121,2021-2-7,2021-02-19
714,715,225,51678,2021-10-19,2021-11-12
715,716,502,32660,2021-7-31,2021-08-26
716,717,696,52327,2021-3-11,2021-04-05
717,718,665,55727,2021-5-13,2021-05-20
718,719,387,24377,2021-9-19,2021-09-24
719,720,465,33029,2021-3-12,2021-03-23
720,721,755,59414,2021-8-28,2021-09-04
721,722,401,20524,2021-10-24,2021-11-20
722,723,135,54098,2021-10-3,2021-10-16
723,724,394,14883,2021-3-4,2021-03-28
724,725,674,55213,2021-9-26,2021-10-05
725,726,447,28356,2021-9-15,2021-10-05
726,727,852,56021,2021-5-1,2021-05-18
727,728,526,10662,2021-8-29,2021-08-30
728,729,1,35593,2021-2-18,2021-03-01
729,730,88,16533,2021-6-20,2021-07-10
730,731,214,44433,2021-6-21,2021-07-02
731,732,40,40317,2021-5-9,2021-05-29
732,733,387,42467,2021-5-26,2021-06-22
733,734,623,30153,2021-1-25,2021-01-31
734,735,754,39820,2021-10-3,2021-10-16
735,736,793,26942,2021-4-10,2021-05-03
736,737,453,30264,2021-5-26,2021-05-30
737,738,144,57487,2021-7-16,2021-08-09
738,739,211,32122,2021-9-14,2021-09-23
739,740,178,58226,2021-2-5,2021-02-10
740,741,710,31913,2021-2-3,2021-02-17
741,742,750,51184,2021-10-21,2021-11-01
742,743,909,25854,2021-3-25,2021-03-27
743,744,107,23613,2021-1-25,2021-02-14
744,745,643,13862,2021-3-21,2021-04-01
745,746,445,24804,2021-6-19,2021-06-27
746,747,299,22099,2021-5-11,2021-05-28
747,748,27,49811,2021-5-16,2021-06-06
748,749,693,25016,2021-9-20,2021-09-24
749,750,758,58084,2021-2-19,2021-03-01
750,751,254,47650,2021-6-20,2021-07-06
751,752,535,46911,2021-10-8,2021-10-12
752,753,40,39610,2021-2-20,2021-02-28
753,754,778,43858,2021-6-30,2021-07-23
754,755,123,47937,2021-4-11,2021-05-06
755,756,318,23746,2021-3-19,2021-03-29
756,757,632,45216,2021-6-3,2021-06-15
757,758,781,24144,2021-3-27,2021-04-21
758,759,857,18160,2021-6-6,2021-07-03
759,760,207,14658,2021-7-9,2021-07-11
760,761,198,52629,2021-10-3,2021-10-25
761,762,83,25268,2021-8-13,2021-08-20
762,763,974,30436,2021-3-18,2021-04-05
763,764,955,46239,2021-9-16,2021-10-04
764,765,660,27554,2021-1-15,2021-02-01
765,766,929,13750,2021-8-6,2021-08-15
766,767,169,51648,2021-4-28,2021-04-30
767,768,558,34334,2021-9-29,2021-10-16
768,769,422,32501,2021-9-10,2021-10-04
769,770,868,22564,2021-2-6,2021-02-28
770,771,970,33204,2021-6-6,2021-06-18
771,772,573,32936,2021-6-7,2021-06-27
772,773,998,21349,2021-7-19,2021-08-07
773,774,416,31076,2021-6-23,2021-07-13
774,775,348,21561,2021-6-11,2021-07-05
775,776,265,44395,2021-9-2,2021-09-27
776,777,431,13696,2021-1-16,2021-02-09
777,778,42,19228,2021-1-24,2021-02-07
778,779,698,39836,2021-7-7,2021-07-21
779,780,100,37821,2021-1-27,2021-01-29
780,781,465,44121,2021-8-21,2021-09-11
781,782,872,28459,2021-3-7,2021-03-23
782,783,683,31824,2021-1-17,2021-01-19
783,784,436,45143,2021-3-14,2021-04-04
784,785,445,52702,2021-3-22,2021-04-02
785,786,472,51344,2021-5-2,2021-05-08
786,787,44,59055,2021-7-18,2021-07-31
787,788,108,18355,2021-10-8,2021-10-13
788,789,762,35084,2021-10-11,2021-11-03
789,790,187,46050,2021-5-16,2021-05-27
790,791,476,51003,2021-5-5,2021-05-21
791,792,240,13672,2021-7-16,2021-08-12
792,793,258,39635,2021-1-27,2021-02-03
793,794,418,55757,2021-4-18,2021-05-08
794,795,427,51672,2021-6-7,2021-06-30
795,796,592,18804,2021-7-31,2021-08-06
796,797,908,41715,2021-7-25,2021-08-06
797,798,825,54551,2021-3-17,2021-04-01
798,799,651,41626,2021-3-11,2021-04-04
799,800,422,20089,2021-6-21,2021-06-23
800,801,995,58829,2021-8-2,2021-08-17
801,802,501,52930,2021-10-5,2021-10-23
802,803,625,25565,2021-4-3,2021-04-16
803,804,323,18090,2021-4-10,2021-04-21
804,805,416,13968,2021-10-2,2021-10-03
805,806,684,41441,2021-8-1,2021-08-16
806,807,636,47092,2021-2-17,2021-03-03
807,808,219,50929,2021-10-13,2021-10-30
808,809,73,26098,2021-2-11,2021-02-25
809,810,768,37440,2021-3-22,2021-04-04
810,811,764,23731,2021-10-22,2021-10-24
811,812,183,51668,2021-7-9,2021-07-13
812,813,908,52226,2021-8-11,2021-09-01
813,814,664,47232,2021-3-4,2021-03-28
814,815,572,50066,2021-5-2,2021-05-17
815,816,620,32362,2021-2-2,2021-02-06
816,817,944,35818,2021-6-27,2021-07-05
817,818,865,16625,2021-3-15,2021-04-10
818,819,461,48601,2021-1-19,2021-01-22
819,820,801,33182,2021-9-25,2021-10-03
820,821,118,27802,2021-1-3,2021-01-10
821,822,524,17615,2021-9-5,2021-09-12
822,823,223,15928,2021-4-29,2021-05-04
823,824,724,51124,2021-1-4,2021-01-28
824,825,787,13832,2021-1-27,2021-02-22
825,826,375,32770,2021-8-16,2021-09-06
826,827,292,27202,2021-5-9,2021-06-05
827,828,601,32593,2021-1-9,2021-01-27
828,829,951,22744,2021-4-6,2021-04-28
829,830,956,36830,2021-3-22,2021-03-23
830,831,338,17700,2021-8-4,2021-08-20
831,832,627,52583,2021-9-6,2021-09-27
832,833,317,12955,2021-3-3,2021-03-20
833,834,139,27691,2021-2-23,2021-03-08
834,835,106,34923,2021-1-2,2021-01-07
835,836,971,16047,2021-8-18,2021-08-24
836,837,989,16281,2021-1-12,2021-01-27
837,838,946,56562,2021-1-2,2021-01-15
838,839,306,42095,2021-9-16,2021-09-27
839,840,183,50682,2021-6-30,2021-07-08
840,841,348,39690,2021-6-29,2021-07-12
841,842,310,22552,2021-1-10,2021-01-29
842,843,956,17717,2021-7-3,2021-07-09
843,844,35,34733,2021-9-26,2021-10-18
844,845,457,11229,2021-4-25,2021-05-22
845,846,515,58585,2021-9-17,2021-10-10
846,847,566,43999,2021-10-19,2021-11-04
847,848,813,18195,2021-9-24,2021-10-14
848,849,882,21468,2021-8-11,2021-09-01
849,850,254,16739,2021-4-8,2021-04-27
850,851,365,15504,2021-4-23,2021-05-02
851,852,102,42616,2021-4-11,2021-05-08
852,853,653,28448,2021-9-27,2021-10-18
853,854,680,55361,2021-8-10,2021-08-27
854,855,620,13177,2021-1-26,2021-02-02
855,856,289,35823,2021-1-13,2021-01-22
856,857,577,43897,2021-9-1,2021-09-10
857,858,987,48827,2021-3-16,2021-03-27
858,859,269,42679,2021-3-26,2021-04-09
859,860,570,18813,2021-4-9,2021-05-04
860,861,315,11565,2021-5-31,2021-06-20
861,862,984,43784,2021-10-11,2021-10-20
862,863,81,33163,2021-5-10,2021-05-18
863,864,414,48691,2021-3-29,2021-04-17
864,865,490,24343,2021-7-27,2021-07-30
865,866,88,48270,2021-4-11,2021-04-21
866,867,342,42248,2021-3-23,2021-04-07
867,868,937,43447,2021-3-31,2021-04-03
868,869,605,11108,2021-9-25,2021-10-20
869,870,647,47385,2021-8-1,2021-08-12
870,871,550,10888,2021-9-24,2021-10-08
871,872,954,43868,2021-9-26,2021-10-14
872,873,100,55341,2021-4-25,2021-05-07
873,874,557,25370,2021-3-25,2021-04-10
874,875,383,25336,2021-2-26,2021-02-27
875,876,566,52388,2021-5-20,2021-05-24
876,877,558,25468,2021-7-14,2021-08-02
877,878,470,50578,2021-3-31,2021-04-20
878,879,370,37561,2021-10-11,2021-10-20
879,880,872,43851,2021-2-19,2021-03-16
880,881,318,51945,2021-2-18,2021-03-10
881,882,821,53666,2021-7-5,2021-07-07
882,883,360,43729,2021-2-27,2021-03-05
883,884,62,54659,2021-8-16,2021-09-08
884,885,16,27561,2021-10-18,2021-11-13
885,886,898,51067,2021-9-22,2021-10-18
886,887,669,10969,2021-1-27,2021-02-20
887,888,108,38001,2021-4-20,2021-05-03
888,889,332,27115,2021-7-31,2021-08-11
889,890,649,54889,2021-6-21,2021-07-07
890,891,350,36118,2021-8-12,2021-08-14
891,892,586,21071,2021-4-9,2021-04-11
892,893,854,49324,2021-3-6,2021-03-14
893,894,1000,35622,2021-10-11,2021-10-13
894,895,664,56830,2021-7-26,2021-08-15
895,896,446,46213,2021-3-14,2021-03-31
896,897,278,46681,2021-8-26,2021-09-17
897,898,465,51868,2021-6-30,2021-07-04
898,899,408,32250,2021-8-4,2021-08-14
899,900,409,31161,2021-7-7,2021-07-24
900,901,305,46735,2021-5-5,2021-05-06
901,902,553,30330,2021-1-12,2021-01-15
902,903,789,21721,2021-1-5,2021-01-21
903,904,980,40117,2021-3-24,2021-04-07
904,905,439,57884,2021-1-11,2021-01-23
905,906,870,40632,2021-1-21,2021-02-04
906,907,971,26863,2021-8-15,2021-08-17
907,908,422,55562,2021-3-15,2021-04-08
908,909,465,34050,2021-7-18,2021-08-09
909,910,738,14581,2021-1-27,2021-02-06
910,911,189,58886,2021-8-23,2021-09-06
911,912,780,48097,2021-8-23,2021-09-09
912,913,597,16265,2021-4-3,2021-04-19
913,914,577,36771,2021-5-9,2021-05-12
914,915,266,49775,2021-4-17,2021-05-04
915,916,189,31001,2021-10-12,2021-10-19
916,917,750,15620,2021-1-2,2021-01-12
917,918,965,24379,2021-3-7,2021-04-03
918,919,97,53662,2021-6-29,2021-07-21
919,920,703,27722,2021-7-26,2021-08-16
920,921,418,53911,2021-2-17,2021-02-18
921,922,703,36995,2021-10-10,2021-11-02
922,923,767,28421,2021-7-5,2021-07-26
923,924,786,43116,2021-4-4,2021-04-18
924,925,272,47553,2021-7-16,2021-08-12
925,926,123,13634,2021-2-8,2021-02-18
926,927,963,24139,2021-8-2,2021-08-06
927,928,801,42930,2021-10-14,2021-10-19
928,929,397,19614,2021-1-31,2021-02-06
929,930,150,17581,2021-6-22,2021-06-30
930,931,502,12528,2021-6-4,2021-06-19
931,932,45,27978,2021-8-22,2021-08-23
932,933,595,55917,2021-4-28,2021-05-20
933,934,736,23252,2021-4-3,2021-04-21
934,935,129,16962,2021-7-1,2021-07-16
935,936,148,47197,2021-7-16,2021-08-01
936,937,72,13216,2021-6-4,2021-06-25
937,938,128,41631,2021-6-12,2021-06-28
938,939,432,24169,2021-4-2,2021-04-21
939,940,813,11980,2021-9-11,2021-10-04
940,941,662,56019,2021-9-30,2021-10-05
941,942,282,46279,2021-6-9,2021-06-10
942,943,76,26707,2021-2-22,2021-03-14
943,944,774,27648,2021-7-17,2021-08-09
944,945,54,11172,2021-7-4,2021-07-22
945,946,455,33414,2021-4-20,2021-05-13
946,947,49,47022,2021-6-24,2021-07-02
947,948,35,18783,2021-8-24,2021-09-02
948,949,244,50347,2021-2-2,2021-02-17
949,950,328,43066,2021-10-16,2021-10-31
950,951,515,28300,2021-9-30,2021-10-23
951,952,883,57857,2021-8-5,2021-08-25
952,953,733,28033,2021-4-18,2021-04-26
953,954,370,33703,2021-3-28,2021-04-15
954,955,209,30609,2021-1-20,2021-02-05
955,956,549,19917,2021-5-18,2021-06-07
956,957,740,47132,2021-8-20,2021-08-30
957,958,577,42170,2021-6-21,2021-07-01
958,959,565,10777,2021-1-17,2021-02-10
959,960,362,32197,2021-9-19,2021-10-07
960,961,717,54557,2021-3-19,2021-04-15
961,962,657,49485,2021-2-9,2021-02-18
962,963,108,18632,2021-6-18,2021-07-14
963,964,367,22258,2021-7-8,2021-07-16
964,965,69,14014,2021-7-24,2021-07-29
965,966,639,28100,2021-2-25,2021-03-10
966,967,306,32010,2021-10-11,2021-11-07
967,968,765,32223,2021-3-14,2021-04-03
968,969,639,23565,2021-5-22,2021-05-25
969,970,382,36941,2021-1-4,2021-01-23
970,971,272,40173,2021-8-26,2021-09-12
971,972,117,10698,2021-7-22,2021-08-08
972,973,232,49214,2021-9-4,2021-09-24
973,974,221,17928,2021-1-22,2021-02-18
974,975,316,28211,2021-1-18,2021-01-30
975,976,778,11014,2021-10-15,2021-11-04
976,977,463,19220,2021-4-23,2021-05-06
977,978,827,24589,2021-4-24,2021-05-18
978,979,813,31437,2021-4-7,2021-04-21
979,980,84,57728,2021-10-19,2021-11-14
980,981,830,37730,2021-10-2,2021-10-12
981,982,123,33286,2021-3-30,2021-04-07
982,983,677,49941,2021-7-12,2021-07-14
983,984,359,10390,2021-9-23,2021-09-30
984,985,581,59558,2021-2-7,2021-02-09
985,986,116,13431,2021-8-2,2021-08-15
986,987,247,30215,2021-7-13,2021-08-09
987,988,496,27204,2021-2-4,2021-02-16
988,989,595,27217,2021-1-6,2021-01-29
989,990,87,40306,2021-8-17,2021-09-06
990,991,493,17535,2021-1-9,2021-01-16
991,992,770,53679,2021-7-23,2021-08-14
992,993,268,33479,2021-3-29,2021-04-11
993,994,920,59074,2021-7-15,2021-07-17
994,995,15,43588,2021-4-14,2021-04-28
995,996,345,37843,2021-1-13,2021-02-02
996,997,346,53831,2021-1-18,2021-01-31
997,998,407,53308,2021-5-5,2021-05-21
998,999,428,31643,2021-6-15,2021-07-12
999,1000,896,27836,2021-4-7,2021-04-24
